model,scoring,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__n_neighbors,param_classifier__p,param_classifier__weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,preproc_scaled,param_classifier__max_depth,param_classifier__n_estimators,param_classifier__learning_rate
KNN,f1_macro,0.017502307891845703,0.00449350256090048,0.08497023582458496,0.008720909190943933,6.0,2.0,uniform,"{'classifier__n_neighbors': 6, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.4326959130108736,0.4439445069366329,0.44111027756939236,0.43925023250563294,0.004776856850556923,9,0.31703580037313195,0.44893889688069194,0.29723712243713546,0.3544039398969865,0.06733320370088156,6,0.2720554546229216,0.28559047850251496,0.2758815624534584,0.27784249852629833,0.005696968232701456,11,0.26948805372721457,0.2908731551401945,0.2702776214236768,0.2768796100970286,0.009900179508243229,11,True,,,
KNN,f1_macro,0.015218019485473633,0.00046055907979308076,0.09195152918497722,0.01080424680705185,15.0,2.0,uniform,"{'classifier__n_neighbors': 15, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.4566929133858268,0.46156730408698915,0.45311327831957987,0.45712449859746523,0.0034648075718750272,6,0.310011774192935,0.39525210195530097,0.29711077537089087,0.3341248838397089,0.043543170444705154,7,0.2729606648576911,0.2828016328340782,0.2727041557264137,0.2761554844727277,0.004700703157643478,12,0.26853366473986406,0.283870120610706,0.26532760645856085,0.2725771306030436,0.008091906240627094,12,True,,,
KNN,f1_macro,0.031774679819742836,0.0017274920326020154,1.0108805497487385,0.0386210278866768,3.0,1.0,uniform,"{'classifier__n_neighbors': 3, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.4259467566554181,0.4225721784776903,0.4253563390847712,0.4246250914059599,0.0014715041839841751,10,0.300718572593151,0.28589355224880453,0.3327218318113224,0.30644465221775935,0.01954162962492891,13,0.26948745526622336,0.26658802219456496,0.27402547898430807,0.27003365214836544,0.0030607939221025966,13,0.2626227048294872,0.2594273828749438,0.2710547094491743,0.2643682657178684,0.004904686053645459,13,True,,,
KNN,f1_macro,0.02605589230855306,3.7318579742008595e-05,0.0949854850769043,0.022489866547966426,3.0,2.0,uniform,"{'classifier__n_neighbors': 3, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.40344956880389954,0.3952005999250094,0.396099024756189,0.3982497311616993,0.003695089121455829,16,0.3370603130600564,0.30966996906557526,0.26813248361490816,0.3049542552468466,0.028336547491651987,14,0.2640412173895846,0.25407957154306876,0.2513463510008116,0.2564890466444883,0.005455522330963986,16,0.26363473746420196,0.2517152953302451,0.24402888246446747,0.25312630508630485,0.008066002684784466,14,True,,,
KNN,f1_macro,0.03244598706563314,0.001423886539644819,0.9876761436462402,0.023331809126121775,2.0,1.0,uniform,"{'classifier__n_neighbors': 2, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.41807274090738655,0.43532058492688414,0.40735183795948987,0.4202483879312535,0.011521365130656968,12,0.2720653406246264,0.29728839743858654,0.2618752053634255,0.27707631447554615,0.014885248568947114,16,0.26345890216081275,0.2735080129850068,0.25431312153805175,0.26376001222795714,0.00783917363287309,14,0.24967942390299297,0.25863340652447026,0.2342218602140917,0.24751156354718495,0.010083174506991083,15,True,,,
KNN,f1_macro,0.027201175689697266,0.0013043018667151067,0.10369253158569336,0.008245375253037403,2.0,2.0,uniform,"{'classifier__n_neighbors': 2, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.39745031871016123,0.40644919385076866,0.4062265566391598,0.4033753564000299,0.004190620125293423,15,0.3064101211748543,0.36399521846302363,0.26103087112391604,0.31047873692059796,0.04213335520548206,11,0.2571947842327689,0.2608359653646563,0.25272685084189134,0.2569192001464389,0.003316262406918188,15,0.24659025820626054,0.2521793531953289,0.2346904164346873,0.2444866759454256,0.007293125575979297,16,True,,,
Random Forest,f1_macro,36.00223692258199,2.0455447308641492,0.45972172419230145,0.1409960021836765,,,,"{'classifier__max_depth': 10, 'classifier__n_estimators': 1000}",0.9910011248593926,0.9917510311211098,0.9909977494373593,0.9912499684726206,0.00035430747630815307,1,0.9691879258351632,0.9575197412687896,0.9650541846874762,0.9639206172638097,0.004830484040393085,1,0.9521055441876987,0.9648880809381813,0.9662057498582429,0.961066458328041,0.0063591167897575325,1,0.9600689028224634,0.9605778854919776,0.9656016229880825,0.9620828037675078,0.002496842321784417,1,False,10,1000.0,
Random Forest,f1_macro,4.789470513661702,0.5527479600012166,0.2798706690470378,0.027242430107179638,,,,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.9913760779902512,0.9913760779902512,0.9909977494373593,0.9912499684726206,0.00017834579017756224,1,0.970186931310577,0.9486211460280962,0.9646053815576708,0.9611378196321146,0.009139247342941359,5,0.9550209960827425,0.9614214014890747,0.9667014544990253,0.9610479506902809,0.00477583335331598,2,0.9621748621346143,0.9538737242835253,0.9656371670087169,0.9605619178089523,0.004935979351353351,2,False,,100.0,
Random Forest,f1_macro,4.235115925470988,0.48822347222296103,0.27130309740702313,0.048883830192381246,,,,"{'classifier__max_depth': 100, 'classifier__n_estimators': 100}",0.9913760779902512,0.9913760779902512,0.9909977494373593,0.9912499684726206,0.00017834579017756224,1,0.970186931310577,0.9486211460280962,0.9646053815576708,0.9611378196321146,0.009139247342941359,5,0.9550209960827425,0.9614214014890747,0.9667014544990253,0.9610479506902809,0.00477583335331598,2,0.9621748621346143,0.9538737242835253,0.9656371670087169,0.9605619178089523,0.004935979351353351,2,False,100,100.0,
Random Forest,f1_macro,62.87798420588175,1.8212128685335252,0.6343756516774496,0.04892414107201503,,,,"{'classifier__max_depth': None, 'classifier__n_estimators': 1500}",0.9910011248593926,0.9913760779902512,0.9906226556639159,0.9909999528378531,0.00030758449319492453,7,0.9691879258351632,0.950767343339921,0.964869391006979,0.9616082200606878,0.007865786327367702,2,0.9521055441876987,0.9619118904619909,0.9660265062662015,0.9600146469719636,0.005839403276769309,4,0.9600689028224634,0.9550869411861667,0.9654187966878158,0.9601915468988153,0.004218853770385008,4,False,,1500.0,
Random Forest,f1_macro,41.287313302357994,1.6729495643202348,0.44243693351745605,0.1780817898344611,,,,"{'classifier__max_depth': 100, 'classifier__n_estimators': 1500}",0.9910011248593926,0.9913760779902512,0.9906226556639159,0.9909999528378531,0.00030758449319492453,7,0.9691879258351632,0.950767343339921,0.964869391006979,0.9616082200606878,0.007865786327367702,2,0.9521055441876987,0.9619118904619909,0.9660265062662015,0.9600146469719636,0.005839403276769309,4,0.9600689028224634,0.9550869411861667,0.9654187966878158,0.9601915468988153,0.004218853770385008,4,False,100,1500.0,
Random Forest,f1_macro,63.28181743621826,1.936204261325771,0.6638457775115967,0.0919197853816187,,,,"{'classifier__max_depth': 10, 'classifier__n_estimators': 1500}",0.9910011248593926,0.9910011248593926,0.9906226556639159,0.9908749684609003,0.00017841208972785294,12,0.9691879258351632,0.9497163129070547,0.964869391006979,0.9612578765830656,0.008349379411314401,4,0.9521055441876987,0.9589356999858003,0.9660265062662015,0.9590225834799001,0.005683541023806578,6,0.9600689028224634,0.952932951267453,0.9654187966878158,0.9594735502592441,0.005114679362462356,6,False,10,1500.0,
Random Forest,f1_macro,38.39279651641846,1.5039746020314555,0.4561626116434733,0.07560169027031907,,,,"{'classifier__max_depth': None, 'classifier__n_estimators': 1000}",0.9910011248593926,0.9913760779902512,0.9909977494373593,0.9911249840956677,0.0001775555430305318,4,0.9665034512295813,0.950767343339921,0.9650541846874762,0.9607749930856594,0.0071011681411136465,7,0.9454971865589329,0.9619118904619909,0.9662057498582429,0.9578716089597222,0.008923902526121005,8,0.9552012389980601,0.9550869411861667,0.9656016229880825,0.9586299343907697,0.004929949115415315,7,False,,1000.0,
Random Forest,f1_macro,39.52018682161967,1.9053641941476012,0.4387806256612142,0.06510575481150398,,,,"{'classifier__max_depth': 100, 'classifier__n_estimators': 1000}",0.9910011248593926,0.9913760779902512,0.9909977494373593,0.9911249840956677,0.0001775555430305318,4,0.9665034512295813,0.950767343339921,0.9650541846874762,0.9607749930856594,0.0071011681411136465,7,0.9454971865589329,0.9619118904619909,0.9662057498582429,0.9578716089597222,0.008923902526121005,8,0.9552012389980601,0.9550869411861667,0.9656016229880825,0.9586299343907697,0.004929949115415315,7,False,100,1000.0,
Random Forest,f1_macro,21.37400809923808,1.3583190607607256,0.42319051424662274,0.10654116954879517,,,,"{'classifier__max_depth': None, 'classifier__n_estimators': 500}",0.990626171728534,0.9917510311211098,0.9906226556639159,0.9909999528378531,0.0005310944871127684,7,0.9654448435206524,0.9518183004149746,0.964869391006979,0.9607108449808687,0.006292365641059658,9,0.9425817346638892,0.9648880809381813,0.9660265062662015,0.9578321072894239,0.010793652516490601,10,0.9530990640266511,0.957205999549022,0.9654187966878158,0.9585746200878296,0.005121770191712806,9,False,,500.0,
Random Forest,f1_macro,22.8360542456309,2.3346731324330174,0.39825256665547687,0.07865262534970238,,,,"{'classifier__max_depth': 10, 'classifier__n_estimators': 500}",0.990626171728534,0.9917510311211098,0.9906226556639159,0.9909999528378531,0.0005310944871127684,7,0.9654448435206524,0.9518183004149746,0.964869391006979,0.9607108449808687,0.006292365641059658,9,0.9425817346638892,0.9648880809381813,0.9660265062662015,0.9578321072894239,0.010793652516490601,10,0.9530990640266511,0.957205999549022,0.9654187966878158,0.9585746200878296,0.005121770191712806,9,False,10,500.0,
Random Forest,f1_macro,22.78084921836853,2.111480481872002,0.3469681739807129,0.08039300428568419,,,,"{'classifier__max_depth': 100, 'classifier__n_estimators': 500}",0.990626171728534,0.9917510311211098,0.9906226556639159,0.9909999528378531,0.0005310944871127684,7,0.9654448435206524,0.9518183004149746,0.964869391006979,0.9607108449808687,0.006292365641059658,9,0.9425817346638892,0.9648880809381813,0.9660265062662015,0.9578321072894239,0.010793652516490601,10,0.9530990640266511,0.957205999549022,0.9654187966878158,0.9585746200878296,0.005121770191712806,9,False,100,500.0,
Random Forest,f1_macro,4.055620431900024,0.3034288712087919,0.35793590545654297,0.13933400798415063,,,,"{'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.9910011248593926,0.9913760779902512,0.9909977494373593,0.9911249840956677,0.0001775555430305318,4,0.9665034512295813,0.9486211460280962,0.9646053815576708,0.9599099929384495,0.008019942457977285,12,0.9454971865589329,0.9614214014890747,0.9667014544990253,0.9578733475156778,0.009012833811382974,7,0.9552012389980601,0.9538737242835253,0.9656371670087169,0.9582373767634342,0.005260433796115015,12,False,10,100.0,
XGBoost,f1_macro,1.3589678605397542,0.06039678098956501,0.026020367940266926,0.0013132951840184712,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.9861267341582303,0.9910011248593926,0.986496624156039,0.9878748277245539,0.0022157775135145438,27,0.941222882506144,0.9274666052338066,0.9138367230144692,0.92750873691814,0.011180392486699867,3,0.8890870892062889,0.9319650490623432,0.9027892269598742,0.9079471217428354,0.017880767494684084,1,0.9028688915800451,0.929593544025818,0.9060051433354082,0.9128225263137569,0.011927818886729991,1,False,5,100.0,0.1
XGBoost,f1_macro,4.429057916005452,0.19447968552559322,0.049102465311686196,0.009051733786573915,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 5, 'classifier__n_estimators': 500}",0.9857517810273716,0.9898762654668166,0.986496624156039,0.9873748902167424,0.0017946877960328049,42,0.9405886679027678,0.9262738888217462,0.9113293522432605,0.9260639696559249,0.011945987827378343,4,0.8892093945961762,0.9293832934685395,0.9016001967326123,0.9067309615991093,0.01679740255194593,2,0.9026138564383606,0.9277018236832788,0.9037862860892885,0.9113673220703093,0.011560150086386474,2,False,5,500.0,0.2
XGBoost,f1_macro,9.920683145523071,0.5669647988256252,0.12137238184611003,0.0030121836706642193,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 5, 'classifier__n_estimators': 1000}",0.9857517810273716,0.9898762654668166,0.9872468117029257,0.9876249527323714,0.0017049117184219354,35,0.9398930189950151,0.9248988353074179,0.9186309534056958,0.9278076025693762,0.00892055878366782,1,0.8912642612932854,0.9246615939391117,0.8980659747855924,0.9046639433393299,0.014410536625240016,3,0.9029972420911258,0.9245501929648483,0.9030838784241082,0.9102104378266941,0.010139799785341371,3,False,5,1000.0,0.05
XGBoost,f1_macro,13.479147752126059,0.5497227150129188,0.12847701708475748,0.024163757652854223,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 5, 'classifier__n_estimators': 1500}",0.9857517810273716,0.9898762654668166,0.9872468117029257,0.9876249527323714,0.0017049117184219354,35,0.9398930189950151,0.9248988353074179,0.9186309534056958,0.9278076025693762,0.00892055878366782,1,0.8912642612932854,0.9246615939391117,0.8980659747855924,0.9046639433393299,0.014410536625240016,3,0.9029972420911258,0.9245501929648483,0.9030838784241082,0.9102104378266941,0.010139799785341371,3,False,5,1500.0,0.05
XGBoost,f1_macro,5.094940821329753,0.28441107603256194,0.07962902386983235,0.03630036654635038,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 500}",0.9865016872890888,0.9902512185976753,0.986496624156039,0.9877498433476011,0.0017687406094152747,32,0.9409321942500268,0.9262112182855945,0.9070224055797835,0.9247219393718016,0.013883609177190235,7,0.8920025411013326,0.9276377844153022,0.8942239834436009,0.9046214363200785,0.016300264031611767,5,0.9038829762886232,0.9267611477069597,0.8970578542792575,0.9092339927582801,0.012702924677856633,5,False,5,500.0,0.1
XGBoost,f1_macro,8.620102167129517,0.48242970910834,0.13802782694498697,0.05635708945185841,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 1000}",0.9865016872890888,0.9902512185976753,0.9857464366091523,0.9874997808319721,0.0019698406418268664,40,0.9446407101294214,0.9262112182855945,0.8995982463653848,0.9234833915934669,0.01848939631843707,8,0.9011572107211184,0.9276377844153022,0.8844296111492287,0.9044082020952166,0.017788821732267753,6,0.9134650443088005,0.9267611477069597,0.8871732817457786,0.9091331579205129,0.016449391328169447,6,False,5,1000.0,0.1
XGBoost,f1_macro,11.996226867039999,0.7328629264448927,0.11281434694925944,0.017407952248785333,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 1500}",0.9861267341582303,0.9898762654668166,0.9857464366091523,0.9872498120780664,0.0018636612011337333,45,0.9444580028833073,0.9253781215288367,0.8995982463653848,0.9231447902591762,0.018381879938893723,9,0.9007880708170949,0.9272676881902837,0.8844296111492287,0.9041617900522025,0.017650527796675888,7,0.9131868649609313,0.9261615134685862,0.8871732817457786,0.9088405533917654,0.016210868194106384,7,False,5,1500.0,0.1
XGBoost,f1_macro,6.924044768015544,0.4718616053021007,0.07553903261820476,0.003854358480643805,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 5, 'classifier__n_estimators': 500}",0.9861267341582303,0.9898762654668166,0.9868717179294824,0.9876249058515097,0.0016207437167204586,37,0.941222882506144,0.9248988353074179,0.9089582326427496,0.925026650152104,0.013172298209443238,6,0.8890870892062889,0.9246615939391117,0.8950897843094018,0.9029461558182675,0.015549453939188055,8,0.9028688915800451,0.9245501929648483,0.8986388525505109,0.9086859790318015,0.011349839068843055,8,False,5,500.0,0.05
XGBoost,f1_macro,1.5333040555318196,0.06717192943833535,0.031151215235392254,0.011482540975844951,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.9846269216347957,0.9902512185976753,0.9876219054763691,0.98750001523628,0.0022977267033071113,39,0.9276580955883419,0.9266699474096755,0.9226846051277869,0.9256708827086014,0.0021498061227324472,5,0.8672463236535134,0.9302438786664741,0.9056281999793655,0.9010394674331176,0.025922517035561924,9,0.8778738683175614,0.9283346248032773,0.9101750959307611,0.9054611963505333,0.020868439060249714,9,False,5,100.0,0.2
XGBoost,f1_macro,2.1949150562286377,0.2507789582885061,0.03994623819986979,0.011592570451701997,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 20, 'classifier__n_estimators': 100}",0.9891263592050994,0.9898762654668166,0.9861215303825956,0.9883747183515039,0.00162239162303995,11,0.9315927446804725,0.9303124830752413,0.8994626903126052,0.9204559726894397,0.014853690813163551,12,0.9006251891223177,0.9186044638644087,0.8779766848278504,0.8990687792715256,0.01662269364610891,11,0.9101461207077871,0.9242033351445242,0.8792858421572989,0.9045450993365368,0.01876031048721853,10,False,20,100.0,0.1
XGBoost,f1_macro,7.822993437449138,0.2216132180650748,0.08648117383321126,0.004304743722453886,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 5, 'classifier__n_estimators': 1000}",0.9846269216347957,0.9898762654668166,0.9857464366091523,0.9867498745702549,0.0022574422802558777,46,0.9386505167510599,0.9262738888217462,0.8981523419208441,0.9210255824978835,0.016944695937008418,10,0.8850642175991743,0.9293832934685395,0.8837430538754694,0.899396854981061,0.021210472857666425,10,0.8996934231367987,0.9277018236832788,0.8859006559206143,0.9044319675802305,0.01739108505647631,11,False,5,1000.0,0.2
XGBoost,f1_macro,7.4458396434783936,0.16100060595276927,0.07058509190877278,0.013086344763244606,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 20, 'classifier__n_estimators': 1000}",0.9883764529433821,0.9898762654668166,0.9853713428357089,0.9878746870819692,0.0018730383005206794,29,0.9153268233421452,0.9392880797690021,0.8951215342825611,0.9165788124645694,0.01805263679029494,28,0.8904306907125557,0.9251520829120279,0.8805442294193041,0.8987090010146291,0.019128738665511295,16,0.8977059584879373,0.9318461734484815,0.8828373446083472,0.9041298255149219,0.0205169178444795,12,False,20,1000.0,0.2
XGBoost,f1_macro,10.33430584271749,0.5084653993454802,0.09920668601989746,0.01758712126274561,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 5, 'classifier__n_estimators': 1500}",0.9846269216347957,0.989501312335958,0.9857464366091523,0.986624890193302,0.0020846553194750323,47,0.9386505167510599,0.9251972431358538,0.8981523419208441,0.9206667006025859,0.016840821493798785,11,0.8850642175991743,0.9270819181735643,0.8837430538754694,0.898629729882736,0.020125963865924867,17,0.8996934231367987,0.9259790039111644,0.8859006559206143,0.9038576943228591,0.01662476787399246,13,False,5,1500.0,0.2
XGBoost,f1_macro,5.0220874945322675,0.3796364108068304,0.06537659962972005,0.0023328673085698825,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 20, 'classifier__n_estimators': 500}",0.989501312335958,0.9902512185976753,0.9857464366091523,0.9884996558475952,0.0019707446953778226,9,0.921631107433126,0.933838627260726,0.9053304802115179,0.9202667383017898,0.011678320067250697,13,0.8852313017777895,0.9281282733882182,0.883635121041842,0.8989982320692832,0.020608354756709656,13,0.8926572037736916,0.9308516369527892,0.8871390872371487,0.9035493093212098,0.01943665305729173,14,False,20,500.0,0.1
XGBoost,f1_macro,11.665192445119223,0.6073639296699539,0.12454907099405925,0.0021747780482182445,,,,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 20, 'classifier__n_estimators': 1500}",0.9887514060742407,0.9902512185976753,0.9861215303825956,0.9883747183515039,0.0017068492256762493,11,0.920402052647518,0.933838627260726,0.9055161833976347,0.9199189544352929,0.01156763428728277,15,0.8846829182817243,0.9281282733882182,0.8838143646338835,0.8988751854346088,0.02068809581177876,14,0.8917777721575125,0.9308516369527892,0.8873216767211876,0.9033170286104965,0.019554712800362677,15,False,20,1500.0,0.1
XGBoost,f1_macro,13.543512185414633,1.5838916523396005,0.13635547955830893,0.022926831779074206,,,,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 15, 'classifier__n_estimators': 1500}",0.9891263592050994,0.990626171728534,0.9853713428357089,0.9883746245897808,0.0022101486182484593,16,0.9264269041676086,0.935067403072014,0.8886782412821389,0.9167241828405871,0.020142751942972426,26,0.8914705195025318,0.9311044638644087,0.8745918484669231,0.8990556106112878,0.02368641143654776,12,0.9007983363342245,0.9330275342375766,0.8750352665625777,0.9029537123781263,0.023724249365577398,16,False,15,1500.0,0.05
XGBoost,f1_macro,4.5327831109364825,0.10428715738500904,0.06040763854980469,0.0027397756119923846,,,,"{'classifier__learning_rate': 0.2, 'classifier__max_depth': 15, 'classifier__n_estimators': 500}",0.9883764529433821,0.9910011248593926,0.9853713428357089,0.9882496402128279,0.0023000974631554164,18,0.9195256284582104,0.9354693170127677,0.8951215342825611,0.9167054932511798,0.01659218219022519,27,0.8838223330837897,0.9319650490623432,0.8805442294193041,0.8987772038551456,0.023505478695139116,15,0.8909093396781379,0.9336553202413894,0.8828373446083472,0.9024673348426249,0.022298088124722656,17,False,15,500.0,0.2
